Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.222,0.0825590698,-0.3165031601,2.6980675131,-0.5073618691,0.286,0.0866256313,-0.0101769151,2.9527598074,0.5736765804,0.492,0.0808455317,-0.0916148308,4.242160545,-0.9322824332,0.238,0.0696850056,0.0957501106,2.3085705213,0.255751946,0.9708196929299998,0.9553606599610001,0.9513736987656001
129,0.242,0.1163443166,0.1627765374,2.2506423637,0.2891576053,0.262,0.084,-0.2643178856,2.8545243494,0.3783608682,0.496,0.1232233744,0.219998704,2.1982648254,0.4768897326,0.258,0.0611228272,-0.3239148785,2.7502327032,-0.0445622178,0.9886053797000001,0.9237810358435,0.9116260582598
22,0.252,0.0842377588,-0.2593304941,3.3793343408,0.0876886665,0.226,0.0826075057,0.0118248854,3.6463409606,0.5768035205,0.522,0.1049571341,0.025694015,2.6369780221,-0.201264861,0.242,0.0945304184,-0.1782136306,2.5455025251,0.266330835,0.83443006436,0.7971142174505002,0.78495835963945
183,0.192,0.1055272477,0.1212060244,2.3840603944,0.2108460184,0.28,0.1048808848,-0.0218437616,3.1419834711,0.5876796686,0.528,0.1123209687,-0.0991995241,1.9042664668,-0.3752155881,0.238,0.0724982758,-0.0779579165,3.0965332944,0.5798279917,0.859334080925,0.8267238403275,0.8143153264020002
429,0.222,0.1123209687,0.2622688975,2.9514917796,0.6504369164,0.294,0.1061319933,0.2520350613,1.9859039054,-0.1689978581,0.484,0.0945727233,0.1267892493,2.237318429,0.6424337405,0.218,0.061449166,-0.0438368978,3.183119075,0.3243689816,0.8888247530330002,0.8749703666466001,0.8723078478941501
64,0.236,0.0922171351,-0.0596107977,3.8815494053,0.7968635963,0.266,0.0821218607,-0.0749862641,4.2702030116,-1.3863608652,0.498,0.1004788535,-0.1283855529,2.9221489548,0.3505243545,0.23,0.06,0.1189674523,2.787037037,0.1111111111,0.8269819756200001,0.7687603685384999,0.7502480510884999
481,0.28,0.0938083152,0.442700157,2.3450413223,-0.3198010745,0.21,0.064807407,0.0943755958,7.9421768707,1.9398135424,0.51,0.0938083152,0.0252057613,2.7603305785,0.5814564992,0.246,0.0733757453,0.1362534295,2.4278650738,0.0624520616,0.8635844077849999,0.782661456931,0.76570593047345
241,0.288,0.095163018,0.3489457744,2.1075990461,-0.176672842,0.216,0.0966643678,0.0177591882,2.5851348459,-0.1578863717,0.496,0.0937229961,0.1203977864,2.3329078205,0.4439311493,0.232,0.0705407684,0.2198919066,2.3245934182,-0.1152784835,0.87972009227,0.8338924915195,0.8232912049236999
281,0.246,0.0958331884,-0.0142423578,3.1992375772,0.7615584915,0.264,0.087772433,-0.1065258519,2.4175441491,0.0572139416,0.49,0.1009950494,-0.0328068044,1.8483275663,-0.1048391516,0.22,0.0565685425,-0.00505689,3.27734375,-0.1657281518,0.9358165651349999,0.9172129470979999,0.91060357539324
84,0.222,0.0949526198,-0.4186787597,2.405700917,-0.0825891753,0.338,0.0972419662,-0.1072601868,2.4124580209,0.1110840399,0.44,0.1148912529,0.1223655237,3.4366391185,-0.4866261746,0.206,0.0711617875,-0.2176896165,6.6373059904,1.7860642704,0.91782031626,0.8798340885719999,0.869079533852695
161,0.344,0.1142978565,-0.1053251462,2.2974165716,0.2279473067,0.21,0.0883176087,0.0764494613,2.3875739645,0.1741964668,0.446,0.099919968,-0.2291706821,1.7540006318,0.0499919326,0.196,0.0691664659,-0.0001449485,2.1104014496,0.1434665889,0.9587878640294999,0.9554812128928498,0.953664767910985
