Instance,VBS_Prediction
71,0.7203777991834811
129,0.746367155283074
22,0.6835203075882788
183,0.7590062436555837
429,0.6445031328043543
64,0.6473002038090719
481,0.7441365572170447
241,0.7601935768648699
281,0.7344586090657147
84,0.7653065093523987
161,0.788570911485814
103,0.6255550879542644
209,0.6303553997516099
206,0.6335438132034077
244,0.6346560346548739
336,0.6165555063841568
331,0.6370373974274427
0,0.6406171812135237
261,0.6413936274018858
504,0.6432035956457952
407,0.6115458800204389
440,0.625474093214889
230,0.6316597202251221
430,0.6338106437803059
A,0.6227971930508993
357,0.6333683028821251
202,0.6473941008000813
345,0.6235651081792737
232,0.6361320589769787
127,0.6390245369578984
20,0.6227470971109367
387,0.6262413798652928
67,0.6381700069250104
502,0.6416084595228475
94,0.6414252972174466
74,0.6271120897864207
23,0.6152667001972401
156,0.6266018804176207
394,0.6363357313306797
121,0.6057764207662635
242,0.6321161592022535
80,0.6040716365965317
11,0.6244299140282374
59,0.6510596028550358
179,0.6244132952194995
427,0.6251568952128851
340,0.6381225582740905
137,0.6310995455131011
366,0.6345746613213697
322,0.6221610706354277
81,0.6347193946097756
237,0.627058114139501
69,0.6326331546538748
239,0.6328735587874622
497,0.6190256117745712
496,0.6064682857350175
92,0.6232693746203148
168,0.6303589002406903
14,0.6364140920575277
367,0.6314989432924218
247,0.624158201656001
