Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.31,0.1462873884,-0.2765957447,1.8333915626,0.569229029,0.14,0.08,-0.0188087774,2.5908203125,-0.55078125,0.55,0.1949358869,-0.3466666667,1.3746537396,-0.1214974364,0.25,0.1048808848,0.5,1.3429752066,-0.3900528774,0.8034276004529923,0.7987600660205901,0.7962444549811327
129,0.2,0.0836660027,0.0,2.5,-0.7683612489,0.26,0.0860232527,-0.0310734463,1.9945215486,0.3958703373,0.54,0.0489897949,0.1025641026,2.7291666667,-0.8675276172,0.19,0.0374165739,0.4444444444,1.8469387755,0.3436215967,0.736868985622724,0.6385387793803322,0.6329460293896265
22,0.3,0.1140175425,-0.48,2.5,0.6071940134,0.29,0.0969535971,-0.6935483871,1.4081032141,-0.3752617726,0.41,0.0583095189,0.3195266272,1.6280276817,0.3631734744,0.23,0.0509901951,-0.1904761905,1.9556213018,-0.2715454179,0.5779379086008509,0.5449194609950325,0.5335747421009929
183,0.2,0.0547722558,0.0,2.5,-0.9128709292,0.25,0.0894427191,-0.6666666667,1.953125,0.6288941187,0.55,0.0707106781,-1.1666666667,1.7,-0.0,0.28,0.0244948974,-0.5384615385,1.1666666667,-0.4082482905,0.6216308287561291,0.5946087793419452,0.5848873825842597
429,0.15,0.0707106781,-0.7777777778,1.7,0.0,0.36,0.1240967365,0.3392370572,1.7288750211,0.320236139,0.49,0.1113552873,0.0872374798,2.7036940687,1.1210847078,0.25,0.0836660027,-0.6428571429,2.5,0.7683612489,0.6814755224410123,0.6773190997446827,0.6724345942903164
64,0.31,0.115758369,0.6256038647,1.3968589886,-0.2436882574,0.16,0.0860232527,-0.2059620596,1.9945215486,0.3958703373,0.53,0.0871779789,-0.0989010989,3.0422437673,1.3040473294,0.22,0.06,-0.5648854962,1.3981481481,-0.1111111111,0.5869789877324587,0.5251617175074361,0.5089300588649139
481,0.31,0.1067707825,0.6974522293,1.7206832872,-0.1380231722,0.17,0.0748331477,-0.6216216216,2.1339285714,0.7301958931,0.52,0.1029563014,0.3666026871,1.3209327163,-0.1319482681,0.25,0.0836660027,-0.8,2.5,-0.7683612489,0.6450676029463988,0.5743966940219732,0.5659375743017526
241,0.28,0.0748331477,0.2028985507,1.8469387755,0.3436215967,0.19,0.0489897949,-0.7261904762,2.7291666667,-0.8675276172,0.53,0.1077032961,0.0019379845,1.7636741974,0.403407114,0.27,0.081240384,0.2204301075,2.2685950413,0.1790421687,0.6022640273891229,0.5373589741056274,0.5318904677198112
281,0.25,0.1,0.1818181818,2.05,0.0,0.36,0.1113552873,-0.4564007421,2.7036940687,-1.1210847078,0.39,0.1496662955,-0.2730627306,2.1339285714,0.7301958931,0.26,0.0374165739,-0.1764705882,1.8469387755,-0.3436215967,0.7180805939596329,0.7049655168140226,0.7008500817014928
84,0.2,0.0632455532,-0.5714285714,1.5625,0.5929270613,0.25,0.0836660027,-0.4615384615,2.5,0.7683612489,0.55,0.0547722558,0.1666666667,2.5,-0.9128709292,0.33,0.0748331477,-0.4502164502,2.1339285714,-0.7301958931,0.6853741421303221,0.6553376561384323,0.647980782096418
